2022/4/7,15:45:16,采样间隔:,0.1 s,,,,,
8.08E-06,95.08,1.145075,3.26E-06,7.39E-06,66.173,1111,5.93E-08,304.70032
8.10E-06,95.04,1.145075,3.23E-06,7.42E-06,66.488,1111,5.95E-08,304.70032
8.05E-06,95.04,1.145075,3.20E-06,7.38E-06,66.582,1111,5.93E-08,304.70032
7.99E-06,95.04,1.145075,3.16E-06,7.33E-06,66.653,1111,5.91E-08,304.714594
7.99E-06,95.02,1.152795,3.16E-06,7.34E-06,66.714,1111,5.90E-08,304.714594
8.02E-06,95.02,1.152795,3.15E-06,7.37E-06,66.83,1111,5.89E-08,304.714594
8.08E-06,95.02,1.152795,3.18E-06,7.43E-06,66.852,1111,5.87E-08,304.714594
8.15E-06,94.98,1.152795,3.20E-06,7.49E-06,66.872,1111,5.85E-08,304.730652
8.22E-06,94.98,1.138405,3.22E-06,7.56E-06,66.958,1111,5.85E-08,304.730652
8.25E-06,94.98,1.138405,3.17E-06,7.61E-06,67.36,1111,5.84E-08,304.730652
8.24E-06,94.94,1.138405,3.16E-06,7.61E-06,67.452,1111,5.79E-08,304.730652
8.22E-06,94.94,1.138405,3.16E-06,7.59E-06,67.373,1111,5.72E-08,304.730652
8.20E-06,94.94,1.138405,3.17E-06,7.57E-06,67.27,1111,5.65E-08,304.744926
8.19E-06,94.92,1.137847,3.15E-06,7.56E-06,67.399,1111,5.61E-08,304.744926
8.13E-06,94.92,1.137847,3.16E-06,7.49E-06,67.119,1111,5.55E-08,304.744926
8.07E-06,94.92,1.137847,3.17E-06,7.42E-06,66.852,1111,5.47E-08,304.744926
8.02E-06,94.87,1.137847,3.17E-06,7.37E-06,66.737,1111,5.41E-08,304.744926
8.01E-06,94.87,1.137847,3.17E-06,7.35E-06,66.654,1111,5.36E-08,304.761282
8.02E-06,94.87,1.157351,3.15E-06,7.37E-06,66.836,1111,5.27E-08,304.761282
8.06E-06,94.85,1.157351,3.15E-06,7.43E-06,67.045,1111,5.22E-08,304.761282
8.14E-06,94.85,1.157351,3.19E-06,7.49E-06,66.941,1111,5.20E-08,304.761282
8.21E-06,94.85,1.157351,3.26E-06,7.53E-06,66.597,1111,5.21E-08,304.774069
8.25E-06,94.81,1.157351,3.30E-06,7.56E-06,66.423,1111,5.26E-08,304.774069
8.24E-06,94.81,1.174227,3.29E-06,7.56E-06,66.517,1111,5.24E-08,304.774069
8.17E-06,94.81,1.174227,3.23E-06,7.50E-06,66.681,1111,5.14E-08,304.774069
8.08E-06,94.81,1.174227,3.18E-06,7.43E-06,66.801,1111,5.07E-08,304.774069
8.08E-06,94.79,1.174227,3.14E-06,7.44E-06,67.104,1111,5.07E-08,304.788046
8.14E-06,94.79,1.174227,3.13E-06,7.52E-06,67.395,1111,5.10E-08,304.788046
8.19E-06,94.79,1.186614,3.18E-06,7.54E-06,67.139,1111,5.10E-08,304.788046
8.22E-06,94.75,1.186614,3.20E-06,7.57E-06,67.107,1111,5.10E-08,304.788046
8.27E-06,94.75,1.186614,3.20E-06,7.62E-06,67.235,1111,5.07E-08,304.788046
8.20E-06,94.75,1.186614,3.15E-06,7.57E-06,67.425,1111,5.01E-08,304.799347
8.12E-06,94.71,1.186614,3.10E-06,7.51E-06,67.549,1111,5.00E-08,304.799347
8.06E-06,94.71,1.187267,3.11E-06,7.44E-06,67.332,1111,5.07E-08,304.799347
8.06E-06,94.71,1.187267,3.19E-06,7.40E-06,66.711,1111,5.06E-08,304.799347
8.12E-06,94.69,1.187267,3.26E-06,7.44E-06,66.366,1111,5.00E-08,304.815405
8.27E-06,94.69,1.187267,3.25E-06,7.61E-06,66.892,1111,4.99E-08,304.815405
8.32E-06,94.69,1.187267,3.24E-06,7.67E-06,67.102,1111,4.97E-08,304.815405
8.36E-06,94.65,1.187098,3.25E-06,7.70E-06,67.148,1111,4.94E-08,304.815405
8.39E-06,94.65,1.187098,3.24E-06,7.74E-06,67.282,1111,4.94E-08,304.815405
8.41E-06,94.65,1.187098,3.18E-06,7.78E-06,67.743,1111,4.94E-08,304.822245
8.40E-06,94.63,1.187098,3.17E-06,7.78E-06,67.809,1111,4.93E-08,304.822245
8.42E-06,94.63,1.187098,3.20E-06,7.79E-06,67.639,1111,4.89E-08,304.822245
8.44E-06,94.63,1.18852,3.27E-06,7.78E-06,67.162,1111,4.86E-08,304.822245
8.41E-06,94.59,1.18852,3.28E-06,7.74E-06,67.024,1111,4.88E-08,304.822245
8.37E-06,94.59,1.18852,3.25E-06,7.72E-06,67.181,1111,4.90E-08,304.835032
8.33E-06,94.59,1.18852,3.17E-06,7.71E-06,67.643,1111,4.90E-08,304.835032
8.25E-06,94.59,1.18852,3.13E-06,7.63E-06,67.676,1111,4.93E-08,304.835032
8.24E-06,94.57,1.188119,3.18E-06,7.61E-06,67.308,1111,4.95E-08,304.835032
8.29E-06,94.57,1.188119,3.23E-06,7.64E-06,67.049,1111,4.95E-08,304.846035
8.32E-06,94.57,1.188119,3.26E-06,7.66E-06,66.961,1111,4.97E-08,304.846035
8.35E-06,94.53,1.188119,3.24E-06,7.69E-06,67.164,1111,4.99E-08,304.846035
8.32E-06,94.53,1.188119,3.20E-06,7.68E-06,67.34,1111,4.99E-08,304.846035
8.24E-06,94.53,1.196282,3.15E-06,7.61E-06,67.504,1111,4.99E-08,304.846035
8.21E-06,94.51,1.196282,3.14E-06,7.58E-06,67.506,1111,5.00E-08,304.857335
8.16E-06,94.51,1.196282,3.09E-06,7.55E-06,67.72,1111,5.03E-08,304.857335
8.14E-06,94.51,1.196282,3.07E-06,7.54E-06,67.837,1111,5.16E-08,304.857335
8.11E-06,94.47,1.196282,3.11E-06,7.49E-06,67.457,1111,5.25E-08,304.857335
8.03E-06,94.47,1.174355,3.16E-06,7.38E-06,66.783,1111,5.27E-08,304.857335
7.76E-06,94.47,1.174355,3.19E-06,7.07E-06,65.671,1111,5.27E-08,304.868636
7.44E-06,94.43,1.174355,3.21E-06,6.71E-06,64.431,1111,5.27E-08,304.868636
7.14E-06,94.43,1.174355,3.21E-06,6.37E-06,63.238,1111,5.27E-08,304.868636
7.04E-06,94.43,1.174355,3.26E-06,6.24E-06,62.408,1111,5.28E-08,304.868636
7.16E-06,94.41,1.153304,3.28E-06,6.37E-06,62.755,1111,5.31E-08,304.878449
7.26E-06,94.41,1.153304,3.26E-06,6.48E-06,63.286,1111,5.35E-08,304.878449
7.27E-06,94.41,1.153304,3.20E-06,6.53E-06,63.894,1111,5.36E-08,304.878449
7.27E-06,94.37,1.153304,3.13E-06,6.56E-06,64.469,1111,5.38E-08,304.878449
7.27E-06,94.37,1.153304,3.12E-06,6.57E-06,64.618,1111,5.44E-08,304.878449
7.32E-06,94.37,1.126356,3.17E-06,6.60E-06,64.345,1111,5.46E-08,304.883802
7.35E-06,94.35,1.126356,3.22E-06,6.61E-06,64.058,1111,5.43E-08,304.883802
7.22E-06,94.35,1.126356,3.21E-06,6.47E-06,63.591,1111,5.36E-08,304.883802
6.96E-06,94.35,1.126356,3.20E-06,6.18E-06,62.651,1111,5.28E-08,304.883802
6.88E-06,94.32,1.126356,3.18E-06,6.10E-06,62.442,1111,5.19E-08,304.883802
6.91E-06,94.32,1.101751,3.16E-06,6.15E-06,62.815,1111,5.11E-08,304.894805
7.11E-06,94.32,1.101751,3.08E-06,6.41E-06,64.328,1111,5.02E-08,304.894805
7.42E-06,94.3,1.101751,3.07E-06,6.75E-06,65.575,1111,4.96E-08,304.894805
7.64E-06,94.3,1.101751,3.09E-06,6.99E-06,66.173,1111,4.91E-08,304.894805
7.66E-06,94.3,1.101751,3.11E-06,7.00E-06,66.017,1111,4.95E-08,304.902239
7.66E-06,94.3,1.072054,3.15E-06,6.98E-06,65.695,1111,4.97E-08,304.902239
7.57E-06,94.26,1.072054,3.15E-06,6.89E-06,65.431,1111,4.99E-08,304.902239
7.44E-06,94.26,1.072054,3.11E-06,6.76E-06,65.318,1111,5.00E-08,304.902239
7.44E-06,94.26,1.072054,3.04E-06,6.79E-06,65.854,1111,5.10E-08,304.902239
7.57E-06,94.22,1.072054,3.07E-06,6.91E-06,66.035,1111,5.25E-08,304.909674
7.59E-06,94.22,1.053261,3.11E-06,6.92E-06,65.757,1111,5.30E-08,304.909674
7.50E-06,94.22,1.053261,3.10E-06,6.83E-06,65.593,1111,5.33E-08,304.909674
7.36E-06,94.2,1.053261,3.10E-06,6.67E-06,65.068,1111,5.41E-08,304.909674
6.62E-06,94.2,1.053261,3.24E-06,5.77E-06,60.712,1111,5.40E-08,304.909674
6.00E-06,94.2,1.053261,3.23E-06,5.05E-06,57.372,1111,5.40E-08,304.915026
5.94E-06,94.16,0.893408,3.18E-06,5.01E-06,57.66,1111,5.38E-08,304.915026
6.25E-06,94.16,0.893408,3.12E-06,5.41E-06,60.019,1111,5.38E-08,304.915026
6.77E-06,94.16,0.893408,3.21E-06,5.96E-06,61.674,1111,5.38E-08,304.915026
7.22E-06,94.14,0.893408,3.32E-06,6.41E-06,62.631,1111,5.46E-08,304.921271
7.51E-06,94.14,0.893408,3.34E-06,6.73E-06,63.631,1111,5.65E-08,304.921271
7.74E-06,94.14,0.96213,3.38E-06,6.96E-06,64.131,1111,5.86E-08,304.921271
8.01E-06,94.11,0.96213,3.42E-06,7.24E-06,64.741,1111,6.17E-08,304.921271
8.21E-06,94.11,0.96213,3.48E-06,7.44E-06,64.96,1111,6.59E-08,304.921271
8.46E-06,94.11,0.96213,3.50E-06,7.70E-06,65.529,1111,7.22E-08,304.926922
8.52E-06,94.09,0.96213,3.50E-06,7.76E-06,65.743,1111,7.77E-08,304.926922
8.45E-06,94.09,1.071628,3.61E-06,7.64E-06,64.69,1111,8.40E-08,304.926922
8.24E-06,94.09,1.071628,3.68E-06,7.38E-06,63.454,1111,9.61E-08,304.926922
7.73E-06,94.05,1.071628,3.52E-06,6.88E-06,62.879,1111,1.04E-07,304.926922
7.47E-06,94.05,1.071628,3.39E-06,6.65E-06,63.012,1111,1.06E-07,304.934059
7.38E-06,94.05,1.071628,3.29E-06,6.60E-06,63.54,1111,1.07E-07,304.934059
7.00E-06,94.05,1.129751,3.22E-06,6.21E-06,62.57,1111,1.07E-07,304.934059
6.70E-06,94.03,1.129751,3.19E-06,5.89E-06,61.571,1111,1.07E-07,304.934059
6.93E-06,94.03,1.129751,3.22E-06,6.13E-06,62.292,1111,1.07E-07,304.940304
7.20E-06,94.03,1.129751,3.24E-06,6.43E-06,63.272,1111,1.07E-07,304.940304
7.23E-06,94,1.129751,3.24E-06,6.46E-06,63.372,1111,1.07E-07,304.940304
7.19E-06,94,1.234156,3.22E-06,6.42E-06,63.345,1111,1.07E-07,304.940304
7.21E-06,94,1.234156,3.22E-06,6.45E-06,63.484,1111,1.07E-07,304.940304
7.53E-06,93.96,1.234156,3.23E-06,6.80E-06,64.626,1111,1.07E-07,304.943575
8.03E-06,93.96,1.234156,3.32E-06,7.31E-06,65.536,1111,1.07E-07,304.943575
8.16E-06,93.96,1.234156,3.51E-06,7.36E-06,64.497,1111,1.09E-07,304.943575
7.89E-06,93.95,1.299462,3.54E-06,7.05E-06,63.359,1111,1.13E-07,304.943575
7.43E-06,93.95,1.299462,3.42E-06,6.60E-06,62.608,1111,1.16E-07,304.943575
6.82E-06,93.95,1.299462,3.28E-06,5.98E-06,61.246,1111,1.16E-07,304.945656
6.23E-06,93.91,1.299462,3.20E-06,5.35E-06,59.073,1111,1.16E-07,304.945656
6.37E-06,93.91,1.299462,3.19E-06,5.51E-06,59.936,1111,1.16E-07,304.945656
7.15E-06,93.91,1.240943,3.24E-06,6.37E-06,63.013,1111,1.16E-07,304.945656
7.97E-06,93.89,1.240943,3.31E-06,7.26E-06,65.488,1111,1.16E-07,304.945656
8.55E-06,93.89,1.240943,3.33E-06,7.88E-06,67.083,1111,1.16E-07,304.949522
8.87E-06,93.89,1.240943,3.30E-06,8.24E-06,68.187,1111,1.17E-07,304.949522
9.04E-06,93.86,1.240943,3.30E-06,8.42E-06,68.62,1111,1.16E-07,304.949522
9.12E-06,93.86,1.204667,3.30E-06,8.50E-06,68.773,1111,1.16E-07,304.949522
9.06E-06,93.86,1.204667,3.28E-06,8.45E-06,68.812,1111,1.16E-07,304.951604
9.01E-06,93.84,1.204667,3.30E-06,8.38E-06,68.505,1111,1.16E-07,304.951604
8.96E-06,93.84,1.204667,3.32E-06,8.32E-06,68.252,1111,1.17E-07,304.951604
8.87E-06,93.84,1.204667,3.29E-06,8.24E-06,68.261,1111,1.17E-07,304.951604
8.84E-06,93.84,1.185605,3.26E-06,8.22E-06,68.346,1111,1.17E-07,304.951604
8.86E-06,93.8,1.185605,3.25E-06,8.24E-06,68.458,1111,1.17E-07,304.95547
8.85E-06,93.8,1.185605,3.24E-06,8.23E-06,68.521,1111,1.17E-07,304.95547
8.83E-06,93.8,1.185605,3.22E-06,8.22E-06,68.63,1111,1.17E-07,304.95547
