2022/4/7,11:37:13,采样间隔:,0.5 s,,,,,
7.48E-06,99.13,-0.080542,1.51E-06,7.33E-06,78.34,1111,9.07E-08,316.732815
7.38E-06,99.12,-0.080047,1.56E-06,7.22E-06,77.814,1111,9.40E-08,316.717054
7.28E-06,99.11,-0.083317,1.40E-06,7.14E-06,78.892,1111,9.43E-08,316.704564
7.33E-06,99.11,-0.086362,1.30E-06,7.21E-06,79.81,1111,9.21E-08,316.693562
7.46E-06,99.1,-0.083077,1.51E-06,7.30E-06,78.343,1111,8.93E-08,316.666203
7.44E-06,99.09,-0.087817,1.57E-06,7.27E-06,77.808,1111,9.04E-08,316.651631
7.40E-06,99.08,-0.084735,1.50E-06,7.24E-06,78.325,1111,9.22E-08,316.639439
7.34E-06,99.07,-0.088027,1.46E-06,7.20E-06,78.547,1111,8.92E-08,316.623975
7.41E-06,99.06,-0.086248,1.56E-06,7.25E-06,77.855,1111,9.04E-08,316.609998
7.40E-06,99.05,-0.081551,1.59E-06,7.23E-06,77.623,1111,8.92E-08,316.599293
7.32E-06,99.05,-0.084874,1.47E-06,7.17E-06,78.459,1111,9.06E-08,316.583234
7.28E-06,99.04,-0.088755,1.37E-06,7.15E-06,79.173,1111,8.77E-08,316.570447
7.38E-06,99.03,-0.094084,1.41E-06,7.25E-06,78.992,1111,8.78E-08,316.553497
7.43E-06,99.02,-0.093817,1.51E-06,7.28E-06,78.295,1111,8.78E-08,316.541304
7.35E-06,99.01,-0.094521,1.24E-06,7.25E-06,80.269,1111,8.93E-08,316.527327
7.56E-06,99.01,-0.093903,1.54E-06,7.40E-06,78.212,1111,9.33E-08,316.512161
7.43E-06,99,-0.094857,1.50E-06,7.28E-06,78.337,1111,9.12E-08,316.500563
7.47E-06,98.99,-0.092137,1.46E-06,7.32E-06,78.71,1111,8.80E-08,316.4851
7.43E-06,98.98,-0.092497,1.36E-06,7.30E-06,79.431,1111,8.45E-08,316.458633
7.40E-06,98.97,-0.099755,1.47E-06,7.25E-06,78.548,1111,8.18E-08,316.442277
7.61E-06,98.96,-0.09713,1.48E-06,7.47E-06,78.824,1111,8.16E-08,316.428301
7.40E-06,98.95,-0.093108,1.68E-06,7.21E-06,76.897,1111,8.04E-08,316.413134
7.45E-06,98.94,-0.08433,1.31E-06,7.33E-06,79.909,1111,8.44E-08,316.399158
7.19E-06,98.94,-0.081599,1.32E-06,7.07E-06,79.447,1111,8.74E-08,316.384883
7.49E-06,98.93,-0.078193,1.55E-06,7.33E-06,78.078,1111,8.74E-08,316.367933
7.35E-06,98.92,-0.0756,1.47E-06,7.20E-06,78.491,1111,8.62E-08,316.353659
7.37E-06,98.91,-0.086471,1.35E-06,7.24E-06,79.418,1111,8.41E-08,316.337303
7.44E-06,98.9,-0.085892,1.36E-06,7.32E-06,79.497,1111,8.47E-08,316.321245
7.39E-06,98.9,-0.087767,1.39E-06,7.26E-06,79.178,1111,8.49E-08,316.305186
7.52E-06,98.89,-0.0867,1.55E-06,7.36E-06,78.116,1111,8.46E-08,316.293291
7.33E-06,98.88,-0.086361,1.59E-06,7.16E-06,77.494,1111,8.40E-08,316.280207
7.44E-06,98.87,-0.085637,1.41E-06,7.31E-06,79.084,1111,8.09E-08,316.261769
7.34E-06,98.87,-0.083112,1.45E-06,7.19E-06,78.595,1111,8.06E-08,316.24809
7.35E-06,98.86,-0.07922,1.45E-06,7.20E-06,78.614,1111,8.05E-08,316.228463
7.49E-06,98.84,-0.076314,1.51E-06,7.33E-06,78.333,1111,7.79E-08,316.198428
7.37E-06,98.84,-0.076994,1.59E-06,7.20E-06,77.534,1111,7.44E-08,316.183559
7.34E-06,98.83,-0.073088,1.52E-06,7.18E-06,78.09,1111,7.69E-08,316.1675
7.35E-06,98.83,-0.073084,1.40E-06,7.21E-06,79.042,1111,7.57E-08,316.155903
7.20E-06,98.81,-0.073491,1.48E-06,7.05E-06,78.129,1111,7.52E-08,316.136573
7.17E-06,98.81,-0.075403,1.47E-06,7.02E-06,78.196,1111,7.42E-08,316.120515
7.29E-06,98.8,-0.074052,1.43E-06,7.14E-06,78.671,1111,7.33E-08,316.104754
7.47E-06,98.79,-0.070977,1.45E-06,7.32E-06,78.788,1111,6.92E-08,316.091966
7.59E-06,98.78,-0.070946,1.54E-06,7.43E-06,78.28,1111,6.41E-08,316.073529
7.44E-06,98.77,-0.076234,1.53E-06,7.28E-06,78.124,1111,5.84E-08,316.057471
7.45E-06,98.76,-0.080822,1.47E-06,7.31E-06,78.646,1111,5.85E-08,316.042602
7.27E-06,98.76,-0.077233,1.28E-06,7.16E-06,79.845,1111,5.87E-08,316.026543
7.32E-06,98.75,-0.078533,1.43E-06,7.18E-06,78.722,1111,6.55E-08,316.012269
7.33E-06,98.74,-0.069928,1.42E-06,7.19E-06,78.852,1111,6.46E-08,315.992642
7.47E-06,98.73,-0.060039,1.48E-06,7.33E-06,78.606,1111,6.31E-08,315.97926
7.32E-06,98.72,-0.058266,1.56E-06,7.15E-06,77.669,1111,6.31E-08,315.944467
7.39E-06,98.71,-0.060448,1.42E-06,7.25E-06,78.953,1111,6.14E-08,315.927219
7.28E-06,98.71,-0.070299,1.38E-06,7.15E-06,79.041,1111,6.37E-08,315.910566
7.28E-06,98.7,-0.065065,1.48E-06,7.13E-06,78.274,1111,6.37E-08,315.895697
7.39E-06,98.69,-0.075001,1.36E-06,7.26E-06,79.421,1111,6.31E-08,315.876665
7.40E-06,98.68,-0.084441,1.39E-06,7.27E-06,79.154,1111,6.54E-08,315.861796
7.40E-06,98.68,-0.086147,1.47E-06,7.25E-06,78.526,1111,6.39E-08,315.846333
7.30E-06,98.67,-0.079581,1.51E-06,7.14E-06,78.074,1111,6.07E-08,315.829382
7.25E-06,98.65,-0.081158,1.55E-06,7.09E-06,77.679,1111,6.08E-08,315.811242
7.49E-06,98.65,-0.080339,1.49E-06,7.34E-06,78.5,1111,6.37E-08,315.794291
7.49E-06,98.64,-0.076168,1.47E-06,7.35E-06,78.648,1111,6.45E-08,315.775557
7.37E-06,98.63,-0.074454,1.40E-06,7.24E-06,79.087,1111,6.48E-08,315.758903
7.36E-06,98.62,-0.070221,1.42E-06,7.22E-06,78.845,1111,6.57E-08,315.74225
7.30E-06,98.62,-0.06502,1.44E-06,7.16E-06,78.666,1111,6.49E-08,315.725002
7.31E-06,98.61,-0.067833,1.49E-06,7.15E-06,78.262,1111,6.41E-08,315.691696
7.35E-06,98.6,-0.057632,1.52E-06,7.19E-06,78.04,1111,6.28E-08,315.672367
7.34E-06,98.59,-0.054176,1.41E-06,7.20E-06,78.923,1111,6.18E-08,315.657498
7.38E-06,98.58,-0.062744,1.53E-06,7.22E-06,78.033,1111,5.61E-08,315.637871
7.38E-06,98.57,-0.064577,1.49E-06,7.22E-06,78.385,1111,5.64E-08,315.621515
7.37E-06,98.57,-0.06991,1.50E-06,7.22E-06,78.29,1111,5.58E-08,315.605754
7.34E-06,98.56,-0.068281,1.39E-06,7.20E-06,79.104,1111,5.41E-08,315.583451
7.10E-06,98.55,-0.07051,1.31E-06,6.98E-06,79.336,1111,5.76E-08,315.573637
7.23E-06,98.54,-0.074074,1.46E-06,7.09E-06,78.32,1111,5.57E-08,315.550144
7.30E-06,98.53,-0.075272,1.57E-06,7.13E-06,77.608,1111,5.77E-08,315.530517
7.16E-06,98.53,-0.078622,1.36E-06,7.03E-06,79.07,1111,5.79E-08,315.514459
7.28E-06,98.52,-0.081797,1.45E-06,7.13E-06,78.529,1111,5.70E-08,315.493643
7.23E-06,98.51,-0.081214,1.29E-06,7.12E-06,79.759,1111,6.09E-08,315.479963
7.31E-06,98.5,-0.0628,1.56E-06,7.14E-06,77.652,1111,6.58E-08,315.460634
7.31E-06,98.49,-0.058799,1.55E-06,7.14E-06,77.77,1111,6.60E-08,315.443386
7.30E-06,98.49,-0.056538,1.43E-06,7.16E-06,78.694,1111,6.34E-08,315.406808
7.26E-06,98.47,-0.05065,1.48E-06,7.10E-06,78.229,1111,6.42E-08,315.386587
7.17E-06,98.47,-0.063837,1.33E-06,7.04E-06,79.287,1111,6.46E-08,315.370231
7.19E-06,98.46,-0.074382,1.40E-06,7.05E-06,78.742,1111,6.71E-08,315.350307
7.27E-06,98.45,-0.065124,1.44E-06,7.13E-06,78.581,1111,6.77E-08,315.331572
7.43E-06,98.44,-0.067834,1.44E-06,7.29E-06,78.795,1111,6.70E-08,315.313729
7.32E-06,98.43,-0.053424,1.46E-06,7.18E-06,78.514,1111,6.64E-08,315.295292
7.26E-06,98.43,-0.058482,1.40E-06,7.13E-06,78.844,1111,6.60E-08,315.277152
7.32E-06,98.42,-0.058193,1.37E-06,7.19E-06,79.209,1111,6.49E-08,315.259012
7.32E-06,98.41,-0.06225,1.41E-06,7.18E-06,78.913,1111,6.49E-08,315.239087
7.23E-06,98.4,-0.069466,1.50E-06,7.07E-06,77.998,1111,6.69E-08,315.223624
7.38E-06,98.39,-0.076282,1.45E-06,7.23E-06,78.649,1111,6.70E-08,315.199833
7.24E-06,98.39,-0.077211,1.29E-06,7.12E-06,79.746,1111,6.84E-08,315.182288
7.33E-06,98.38,-0.074332,1.52E-06,7.17E-06,78.005,1111,6.90E-08,315.165338
7.20E-06,98.37,-0.077348,1.57E-06,7.02E-06,77.372,1111,7.29E-08,315.145711
7.37E-06,98.36,-0.078559,1.36E-06,7.24E-06,79.348,1111,7.39E-08,315.106457
7.28E-06,98.35,-0.07337,1.44E-06,7.14E-06,78.601,1111,7.31E-08,315.088317
7.25E-06,98.35,-0.080515,1.51E-06,7.09E-06,77.976,1111,7.11E-08,315.070772
7.29E-06,98.33,-0.079091,1.35E-06,7.16E-06,79.323,1111,6.76E-08,315.047873
7.33E-06,98.32,-0.074312,1.45E-06,7.19E-06,78.591,1111,6.79E-08,315.030031
7.36E-06,98.32,-0.073616,1.55E-06,7.19E-06,77.841,1111,6.81E-08,315.012188
7.25E-06,98.31,-0.074002,1.49E-06,7.10E-06,78.113,1111,6.93E-08,314.990777
7.14E-06,98.3,-0.066295,1.37E-06,7.01E-06,78.939,1111,6.86E-08,314.972042
7.20E-06,98.29,-0.065856,1.30E-06,7.08E-06,79.603,1111,6.79E-08,314.953902
7.20E-06,98.29,-0.070966,1.47E-06,7.05E-06,78.207,1111,7.21E-08,314.932491
7.34E-06,98.28,-0.066787,1.47E-06,7.20E-06,78.451,1111,7.43E-08,314.914648
7.36E-06,98.27,-0.065815,1.21E-06,7.26E-06,80.509,1111,8.28E-08,314.894724
7.41E-06,98.26,-0.064343,1.65E-06,7.22E-06,77.163,1111,8.70E-08,314.877476
7.32E-06,98.25,-0.070496,1.49E-06,7.16E-06,78.279,1111,9.36E-08,314.85666
7.32E-06,98.24,-0.071681,1.55E-06,7.15E-06,77.772,1111,9.74E-08,314.835248
7.34E-06,98.24,-0.076333,1.47E-06,7.19E-06,78.463,1111,9.73E-08,314.795995
7.38E-06,98.22,-0.072198,1.54E-06,7.22E-06,77.966,1111,9.71E-08,314.777557
7.39E-06,98.22,-0.063606,1.43E-06,7.25E-06,78.822,1111,9.37E-08,314.754659
7.18E-06,98.21,-0.056613,1.33E-06,7.06E-06,79.288,1111,9.35E-08,314.735032
7.08E-06,98.2,-0.062442,1.41E-06,6.94E-06,78.542,1111,9.40E-08,314.714216
7.25E-06,98.19,-0.06083,1.41E-06,7.11E-06,78.813,1111,9.26E-08,314.693399
7.39E-06,98.19,-0.065541,1.61E-06,7.21E-06,77.39,1111,9.37E-08,314.676746
7.26E-06,98.18,-0.06499,1.42E-06,7.12E-06,78.756,1111,9.43E-08,314.656822
7.24E-06,98.17,-0.059927,1.57E-06,7.07E-06,77.461,1111,9.41E-08,314.631842
7.34E-06,98.16,-0.062015,1.48E-06,7.19E-06,78.348,1111,9.66E-08,314.614892
7.38E-06,98.16,-0.060022,1.46E-06,7.23E-06,78.606,1111,9.60E-08,314.592291
7.21E-06,98.14,-0.054319,1.50E-06,7.05E-06,78,1111,9.43E-08,314.571474
7.38E-06,98.14,-0.053267,1.46E-06,7.23E-06,78.613,1111,9.42E-08,314.553632
7.40E-06,98.13,-0.056824,1.37E-06,7.27E-06,79.347,1111,9.30E-08,314.530436
7.31E-06,98.12,-0.056683,1.49E-06,7.15E-06,78.264,1111,9.11E-08,314.511107
7.20E-06,98.11,-0.060915,1.52E-06,7.04E-06,77.849,1111,8.94E-08,314.468582
7.34E-06,98.1,-0.066295,1.49E-06,7.18E-06,78.308,1111,8.19E-08,314.451334
7.36E-06,98.1,-0.070269,1.39E-06,7.22E-06,79.083,1111,7.73E-08,314.429328
7.35E-06,98.09,-0.061916,1.47E-06,7.20E-06,78.465,1111,7.16E-08,314.406132
7.25E-06,98.08,-0.065243,1.22E-06,7.15E-06,80.298,1111,7.12E-08,314.386208
7.34E-06,98.07,-0.063946,1.53E-06,7.18E-06,77.953,1111,7.31E-08,314.365689
7.34E-06,98.06,-0.063946,1.46E-06,7.20E-06,78.54,1111,7.37E-08,314.344278
7.27E-06,98.06,-0.057394,1.46E-06,7.12E-06,78.397,1111,7.33E-08,314.324056
7.31E-06,98.05,-0.058071,1.31E-06,7.20E-06,79.667,1111,8.01E-08,314.304429
7.37E-06,98.04,-0.055643,1.36E-06,7.24E-06,79.35,1111,7.57E-08,314.281531
7.27E-06,98.03,-0.046143,1.52E-06,7.11E-06,77.927,1111,7.61E-08,314.260417
7.34E-06,98.02,-0.048612,1.57E-06,7.17E-06,77.682,1111,7.77E-08,314.239304
7.25E-06,98.02,-0.048942,1.48E-06,7.09E-06,78.21,1111,7.63E-08,314.217892
7.27E-06,98.01,-0.050581,1.44E-06,7.13E-06,78.573,1111,7.72E-08,314.196184
7.25E-06,98,-0.053861,1.43E-06,7.11E-06,78.623,1111,7.41E-08,314.175367
7.15E-06,97.99,-0.05261,1.33E-06,7.02E-06,79.265,1111,7.40E-08,314.134924
7.18E-06,97.98,-0.057065,1.48E-06,7.03E-06,78.138,1111,7.58E-08,314.112026
7.25E-06,97.98,-0.056477,1.51E-06,7.10E-06,77.954,1111,7.64E-08,314.087641
7.21E-06,97.97,-0.061355,1.38E-06,7.07E-06,78.96,1111,7.75E-08,314.066824
7.21E-06,97.95,-0.061888,1.52E-06,7.05E-06,77.828,1111,7.62E-08,314.044224
7.21E-06,97.95,-0.053778,1.38E-06,7.07E-06,78.996,1111,7.68E-08,314.024299
7.27E-06,97.94,-0.050476,1.55E-06,7.11E-06,77.675,1111,7.72E-08,314.002294
7.43E-06,97.93,-0.047614,1.45E-06,7.29E-06,78.775,1111,7.90E-08,313.982072
7.44E-06,97.92,-0.053613,1.47E-06,7.30E-06,78.633,1111,7.66E-08,313.959174
7.14E-06,97.91,-0.056651,1.35E-06,7.01E-06,79.118,1111,7.26E-08,313.940736
7.30E-06,97.91,-0.063346,1.48E-06,7.14E-06,78.281,1111,6.94E-08,313.916649
7.34E-06,97.9,-0.064623,1.30E-06,7.22E-06,79.804,1111,7.02E-08,313.893751
7.36E-06,97.89,-0.04997,1.45E-06,7.21E-06,78.657,1111,7.15E-08,313.873529
7.30E-06,97.88,-0.065928,1.47E-06,7.15E-06,78.383,1111,6.23E-08,313.848847
7.36E-06,97.87,-0.055911,1.35E-06,7.24E-06,79.463,1111,6.18E-08,313.829517
7.27E-06,97.87,-0.064532,1.52E-06,7.11E-06,77.912,1111,6.22E-08,313.783721
7.53E-06,97.86,-0.05575,1.60E-06,7.36E-06,77.743,1111,6.01E-08,313.760823
7.26E-06,97.85,-0.067668,1.29E-06,7.15E-06,79.764,1111,6.43E-08,313.737627
7.20E-06,97.84,-0.055377,1.38E-06,7.07E-06,78.953,1111,6.53E-08,313.718595
7.22E-06,97.83,-0.047031,1.53E-06,7.06E-06,77.791,1111,6.79E-08,313.695995
7.11E-06,97.82,-0.052185,1.41E-06,6.97E-06,78.564,1111,6.94E-08,313.67161
7.10E-06,97.82,-0.063969,1.45E-06,6.95E-06,78.218,1111,7.01E-08,313.648711
7.17E-06,97.81,-0.063581,1.43E-06,7.03E-06,78.495,1111,6.97E-08,313.626408
7.35E-06,97.8,-0.072633,1.50E-06,7.19E-06,78.245,1111,6.75E-08,313.604997
7.21E-06,97.79,-0.061991,1.50E-06,7.05E-06,77.959,1111,6.97E-08,313.581207
7.22E-06,97.79,-0.071263,1.44E-06,7.07E-06,78.472,1111,6.96E-08,313.560093
7.17E-06,97.78,-0.064092,1.43E-06,7.03E-06,78.491,1111,6.85E-08,313.5366
7.11E-06,97.78,-0.06412,1.40E-06,6.97E-06,78.667,1111,6.63E-08,313.51281
7.13E-06,97.77,-0.048424,1.22E-06,7.02E-06,80.121,1111,6.88E-08,313.491993
7.17E-06,97.76,-0.06179,1.44E-06,7.03E-06,78.415,1111,7.24E-08,313.44471
7.29E-06,97.75,-0.074574,1.59E-06,7.11E-06,77.395,1111,7.49E-08,313.421515
7.29E-06,97.74,-0.072587,1.38E-06,7.16E-06,79.099,1111,7.45E-08,313.401591
7.30E-06,97.73,-0.071799,1.50E-06,7.14E-06,78.15,1111,7.40E-08,313.37899
7.22E-06,97.73,-0.063503,1.44E-06,7.08E-06,78.514,1111,7.71E-08,313.356092
7.34E-06,97.72,-0.079333,1.46E-06,7.19E-06,78.53,1111,7.79E-08,313.332896
7.13E-06,97.71,-0.073105,1.39E-06,7.00E-06,78.789,1111,7.72E-08,313.309998
7.17E-06,97.7,-0.058426,1.31E-06,7.05E-06,79.461,1111,7.95E-08,313.288884
7.15E-06,97.69,-0.050884,1.36E-06,7.02E-06,79.051,1111,7.75E-08,313.262121
7.23E-06,97.69,-0.111958,1.52E-06,7.07E-06,77.91,1111,7.57E-08,313.239222
7.19E-06,97.68,-0.091776,1.24E-06,7.08E-06,80.059,1111,7.46E-08,313.216919
7.19E-06,97.67,-0.080983,1.56E-06,7.02E-06,77.49,1111,7.96E-08,313.192534
7.20E-06,97.66,-0.074681,1.40E-06,7.06E-06,78.807,1111,8.02E-08,313.168447
7.23E-06,97.65,-0.069907,1.38E-06,7.10E-06,78.988,1111,8.01E-08,313.147035
7.15E-06,97.65,-0.069131,1.46E-06,7.00E-06,78.214,1111,8.12E-08,313.09886
7.22E-06,97.64,-0.059049,1.42E-06,7.08E-06,78.685,1111,7.92E-08,313.080125
7.31E-06,97.63,-0.053823,1.49E-06,7.16E-06,78.253,1111,8.02E-08,313.051577
7.23E-06,97.62,-0.053238,1.37E-06,7.10E-06,79.086,1111,8.21E-08,313.031058
7.14E-06,97.61,-0.060886,1.41E-06,7.00E-06,78.623,1111,8.18E-08,313.004591
7.16E-06,97.61,-0.061005,1.47E-06,7.01E-06,78.115,1111,7.94E-08,312.98318
7.04E-06,97.6,-0.062463,1.48E-06,6.88E-06,77.884,1111,7.62E-08,312.962066
7.30E-06,97.59,-0.061182,1.43E-06,7.16E-06,78.722,1111,7.42E-08,312.9356
7.20E-06,97.58,-0.05248,1.46E-06,7.05E-06,78.338,1111,7.44E-08,312.91181
7.36E-06,97.57,-0.055569,1.52E-06,7.20E-06,78.047,1111,7.47E-08,312.888912
7.41E-06,97.57,-0.052579,1.48E-06,7.26E-06,78.457,1111,7.18E-08,312.863634
7.19E-06,97.56,-0.060822,1.43E-06,7.05E-06,78.545,1111,7.04E-08,312.840142
7.09E-06,97.55,-0.059386,1.51E-06,6.93E-06,77.714,1111,7.19E-08,312.815757
7.12E-06,97.54,-0.060615,1.49E-06,6.96E-06,77.922,1111,6.94E-08,312.794048
7.11E-06,97.53,-0.063687,1.51E-06,6.95E-06,77.724,1111,6.85E-08,312.744089
7.17E-06,97.53,-0.068039,1.53E-06,7.01E-06,77.715,1111,6.95E-08,312.721488
7.27E-06,97.51,-0.064546,1.40E-06,7.13E-06,78.858,1111,7.21E-08,312.69859
7.24E-06,97.51,-0.062902,1.38E-06,7.11E-06,79.038,1111,6.68E-08,312.670339
7.24E-06,97.5,-0.066595,1.49E-06,7.08E-06,78.126,1111,6.42E-08,312.647738
7.12E-06,97.49,-0.061677,1.51E-06,6.96E-06,77.723,1111,6.50E-08,312.620082
7.27E-06,97.49,-0.06723,1.58E-06,7.09E-06,77.469,1111,7.08E-08,312.600455
7.18E-06,97.48,-0.069261,1.27E-06,7.07E-06,79.786,1111,8.01E-08,312.571907
7.30E-06,97.47,-0.069214,1.50E-06,7.14E-06,78.135,1111,8.09E-08,312.550793
7.40E-06,97.46,-0.071381,1.51E-06,7.25E-06,78.197,1111,7.98E-08,312.524326
7.18E-06,97.45,-0.065867,1.34E-06,7.06E-06,79.271,1111,8.16E-08,312.499644
7.01E-06,97.44,-0.066515,1.34E-06,6.88E-06,78.985,1111,8.56E-08,312.476746
7.34E-06,97.43,-0.058168,1.42E-06,7.21E-06,78.843,1111,8.71E-08,312.452064
7.31E-06,97.42,-0.062222,1.50E-06,7.16E-06,78.171,1111,8.85E-08,312.425894
7.28E-06,97.42,-0.064243,1.36E-06,7.16E-06,79.217,1111,8.83E-08,312.404186
7.25E-06,97.41,-0.070858,1.43E-06,7.11E-06,78.641,1111,8.88E-08,312.352442
7.27E-06,97.4,-0.076792,1.39E-06,7.14E-06,78.964,1111,9.10E-08,312.330734
7.30E-06,97.39,-0.075525,1.56E-06,7.13E-06,77.655,1111,9.49E-08,312.304267
7.31E-06,97.38,-0.083591,1.44E-06,7.17E-06,78.65,1111,9.41E-08,312.278098
7.30E-06,97.38,-0.084323,1.45E-06,7.15E-06,78.548,1111,9.34E-08,312.254902
