2022/4/7,14:43:40,采样间隔:,0.1 s,,,,,
0.000298,81.11,0.395885,-1.66E-05,-0.000297,-93.189,1111,9.65E-08,174.675682
0.000297,81.11,0.395885,-1.64E-05,-0.000297,-93.168,1111,9.80E-08,174.675682
0.000297,81.15,0.395885,-1.65E-05,-0.000297,-93.179,1111,1.00E-07,174.778365
0.000297,81.15,0.395885,-1.66E-05,-0.000297,-93.196,1111,1.01E-07,174.778365
0.000297,81.15,0.388509,-1.66E-05,-0.000297,-93.207,1111,1.01E-07,174.778365
0.000297,81.15,0.388509,-1.67E-05,-0.000297,-93.22,1111,9.97E-08,174.778365
0.000297,81.17,0.388509,-1.67E-05,-0.000297,-93.214,1111,9.89E-08,174.778365
0.000297,81.17,0.388509,-1.66E-05,-0.000297,-93.195,1111,9.84E-08,174.881979
0.000297,81.17,0.388509,-1.65E-05,-0.000297,-93.179,1111,9.90E-08,174.881979
0.000297,81.21,0.406491,-1.65E-05,-0.000297,-93.181,1111,1.00E-07,174.881979
0.000297,81.21,0.406491,-1.65E-05,-0.000297,-93.189,1111,1.01E-07,174.881979
0.000297,81.21,0.406491,-1.66E-05,-0.000297,-93.202,1111,1.02E-07,174.881979
0.000297,81.23,0.406491,-1.67E-05,-0.000297,-93.217,1111,1.02E-07,174.986784
0.000298,81.23,0.406491,-1.67E-05,-0.000297,-93.221,1111,1.02E-07,174.986784
0.000298,81.23,0.42227,-1.68E-05,-0.000297,-93.233,1111,1.02E-07,174.986784
0.000298,81.27,0.42227,-1.68E-05,-0.000297,-93.239,1111,1.01E-07,174.986784
0.000298,81.27,0.42227,-1.68E-05,-0.000297,-93.232,1111,1.01E-07,175.092109
0.000298,81.27,0.42227,-1.67E-05,-0.000297,-93.219,1111,1.01E-07,175.092109
0.000297,81.29,0.42227,-1.66E-05,-0.000297,-93.202,1111,1.01E-07,175.092109
0.000297,81.29,0.461256,-1.66E-05,-0.000297,-93.192,1111,1.01E-07,175.092109
0.000297,81.29,0.461256,-1.66E-05,-0.000297,-93.198,1111,1.02E-07,175.092109
0.000297,81.33,0.461256,-1.65E-05,-0.000297,-93.189,1111,1.02E-07,175.199704
0.000297,81.33,0.461256,-1.65E-05,-0.000297,-93.173,1111,1.03E-07,175.199704
0.000297,81.33,0.461256,-1.65E-05,-0.000297,-93.18,1111,1.04E-07,175.199704
0.000297,81.37,0.424862,-1.65E-05,-0.000297,-93.181,1111,1.05E-07,175.199704
0.000297,81.37,0.424862,-1.65E-05,-0.000297,-93.18,1111,1.05E-07,175.199704
0.000297,81.37,0.424862,-1.65E-05,-0.000297,-93.181,1111,1.05E-07,175.305662
0.000297,81.39,0.424862,-1.64E-05,-0.000297,-93.165,1111,1.07E-07,175.305662
0.000297,81.39,0.424862,-1.64E-05,-0.000297,-93.17,1111,1.10E-07,175.305662
0.000297,81.39,0.426421,-1.66E-05,-0.000297,-93.192,1111,1.11E-07,175.305662
0.000297,81.39,0.426421,-1.66E-05,-0.000297,-93.198,1111,1.11E-07,175.41415
0.000297,81.44,0.426421,-1.66E-05,-0.000297,-93.204,1111,1.11E-07,175.41415
0.000298,81.44,0.426421,-1.66E-05,-0.000297,-93.195,1111,1.11E-07,175.41415
0.000298,81.44,0.426421,-1.66E-05,-0.000297,-93.193,1111,1.11E-07,175.41415
0.000298,81.46,0.421985,-1.66E-05,-0.000297,-93.194,1111,1.11E-07,175.41415
0.000298,81.46,0.421985,-1.66E-05,-0.000297,-93.19,1111,1.11E-07,175.522265
0.000298,81.46,0.421985,-1.65E-05,-0.000297,-93.184,1111,1.11E-07,175.522265
0.000298,81.49,0.421985,-1.65E-05,-0.000297,-93.181,1111,1.12E-07,175.522265
0.000298,81.49,0.421985,-1.66E-05,-0.000297,-93.198,1111,1.12E-07,175.522265
0.000298,81.49,0.417962,-1.66E-05,-0.000297,-93.198,1111,1.12E-07,175.522265
0.000298,81.51,0.417962,-1.66E-05,-0.000297,-93.199,1111,1.12E-07,175.63146
0.000298,81.51,0.417962,-1.67E-05,-0.000297,-93.219,1111,1.10E-07,175.63146
0.000298,81.51,0.417962,-1.67E-05,-0.000297,-93.221,1111,1.09E-07,175.63146
0.000298,81.55,0.417962,-1.66E-05,-0.000297,-93.196,1111,1.08E-07,175.63146
0.000298,81.55,0.439051,-1.66E-05,-0.000297,-93.198,1111,1.08E-07,175.742663
0.000298,81.55,0.439051,-1.67E-05,-0.000297,-93.217,1111,1.07E-07,175.742663
0.000298,81.57,0.439051,-1.68E-05,-0.000297,-93.226,1111,1.06E-07,175.742663
0.000298,81.57,0.439051,-1.68E-05,-0.000297,-93.233,1111,1.06E-07,175.742663
0.000298,81.57,0.439051,-1.67E-05,-0.000297,-93.213,1111,1.06E-07,175.742663
0.000298,81.61,0.380454,-1.66E-05,-0.000297,-93.205,1111,1.06E-07,175.852825
0.000298,81.61,0.380454,-1.67E-05,-0.000297,-93.209,1111,1.06E-07,175.852825
0.000298,81.61,0.380454,-1.67E-05,-0.000297,-93.221,1111,1.06E-07,175.852825
0.000298,81.65,0.380454,-1.68E-05,-0.000297,-93.241,1111,1.07E-07,175.852825
0.000298,81.65,0.380454,-1.69E-05,-0.000297,-93.254,1111,1.09E-07,175.852825
0.000298,81.65,0.401709,-1.68E-05,-0.000297,-93.24,1111,1.11E-07,175.964922
0.000298,81.67,0.401709,-1.68E-05,-0.000297,-93.229,1111,1.10E-07,175.964922
0.000298,81.67,0.401709,-1.68E-05,-0.000297,-93.231,1111,1.08E-07,175.964922
0.000298,81.67,0.401709,-1.68E-05,-0.000297,-93.244,1111,1.07E-07,175.964922
0.000298,81.67,0.401709,-1.68E-05,-0.000297,-93.246,1111,1.09E-07,176.076795
0.000297,81.7,0.431244,-1.68E-05,-0.000297,-93.243,1111,1.10E-07,176.076795
0.000297,81.7,0.431244,-1.68E-05,-0.000297,-93.232,1111,1.11E-07,176.076795
0.000297,81.7,0.431244,-1.67E-05,-0.000297,-93.217,1111,1.11E-07,176.076795
0.000298,81.73,0.431244,-1.66E-05,-0.000297,-93.207,1111,1.11E-07,176.076795
0.000298,81.73,0.431244,-1.66E-05,-0.000297,-93.193,1111,1.11E-07,176.18971
0.000298,81.73,0.32592,-1.65E-05,-0.000297,-93.183,1111,1.11E-07,176.18971
0.000298,81.77,0.32592,-1.66E-05,-0.000297,-93.193,1111,1.12E-07,176.18971
0.000298,81.78,0.32592,-1.66E-05,-0.000297,-93.194,1111,1.12E-07,176.303258
0.000298,81.78,0.32592,-1.65E-05,-0.000297,-93.182,1111,1.12E-07,176.303258
0.000298,81.78,0.590882,-1.65E-05,-0.000297,-93.18,1111,1.12E-07,176.303258
0.000298,81.78,0.590882,-1.66E-05,-0.000297,-93.196,1111,1.11E-07,176.303258
0.000298,81.82,0.590882,-1.67E-05,-0.000297,-93.212,1111,1.09E-07,176.303258
0.000298,81.82,0.590882,-1.67E-05,-0.000297,-93.224,1111,1.09E-07,176.417363
0.000298,81.82,0.590882,-1.69E-05,-0.000297,-93.246,1111,1.10E-07,176.417363
0.000298,81.84,0.549261,-1.69E-05,-0.000297,-93.25,1111,1.12E-07,176.417363
0.000298,81.84,0.549261,-1.68E-05,-0.000297,-93.238,1111,1.13E-07,176.417363
0.000298,81.84,0.549261,-1.67E-05,-0.000297,-93.225,1111,1.13E-07,176.417363
0.000298,81.88,0.549261,-1.68E-05,-0.000297,-93.226,1111,1.12E-07,176.533255
0.000298,81.88,0.549261,-1.67E-05,-0.000297,-93.224,1111,1.12E-07,176.533255
0.000298,81.88,0.492573,-1.68E-05,-0.000297,-93.233,1111,1.12E-07,176.533255
0.000298,81.92,0.492573,-1.68E-05,-0.000297,-93.231,1111,1.13E-07,176.533255
0.000298,81.92,0.492573,-1.67E-05,-0.000297,-93.224,1111,1.13E-07,176.533255
0.000298,81.92,0.492573,-1.68E-05,-0.000297,-93.239,1111,1.14E-07,176.648514
0.000298,81.94,0.492573,-1.69E-05,-0.000297,-93.246,1111,1.15E-07,176.648514
0.000298,81.94,0.485343,-1.68E-05,-0.000297,-93.226,1111,1.16E-07,176.648514
0.000298,81.94,0.485343,-1.67E-05,-0.000297,-93.214,1111,1.16E-07,176.648514
0.000298,81.94,0.485343,-1.66E-05,-0.000297,-93.197,1111,1.15E-07,176.764665
0.000298,81.98,0.485343,-1.65E-05,-0.000297,-93.182,1111,1.15E-07,176.764665
0.000298,81.98,0.485343,-1.65E-05,-0.000297,-93.183,1111,1.16E-07,176.764665
0.000298,81.98,0.466321,-1.66E-05,-0.000297,-93.198,1111,1.16E-07,176.764665
0.000298,82,0.466321,-1.66E-05,-0.000297,-93.203,1111,1.16E-07,176.764665
0.000298,82,0.466321,-1.67E-05,-0.000297,-93.221,1111,1.16E-07,176.882789
0.000298,82,0.466321,-1.69E-05,-0.000297,-93.244,1111,1.17E-07,176.882789
0.000298,82.03,0.466321,-1.68E-05,-0.000297,-93.237,1111,1.17E-07,176.882789
0.000298,82.03,0.452243,-1.67E-05,-0.000297,-93.221,1111,1.17E-07,176.882789
0.000298,82.03,0.452243,-1.66E-05,-0.000297,-93.206,1111,1.17E-07,176.882789
0.000298,82.05,0.452243,-1.66E-05,-0.000297,-93.205,1111,1.17E-07,177.000876
0.000297,82.05,0.452243,-1.67E-05,-0.000297,-93.211,1111,1.17E-07,177.000876
0.000298,82.05,0.452243,-1.66E-05,-0.000297,-93.204,1111,1.17E-07,177.000876
0.000298,82.09,0.434812,-1.66E-05,-0.000297,-93.197,1111,1.17E-07,177.000876
0.000298,82.09,0.434812,-1.66E-05,-0.000297,-93.194,1111,1.17E-07,177.120004
0.000298,82.09,0.434812,-1.66E-05,-0.000297,-93.191,1111,1.15E-07,177.120004
0.000298,82.13,0.434812,-1.66E-05,-0.000297,-93.195,1111,1.13E-07,177.120004
0.000298,82.13,0.434812,-1.66E-05,-0.000297,-93.195,1111,1.13E-07,177.120004
0.000298,82.13,0.429683,-1.66E-05,-0.000297,-93.204,1111,1.13E-07,177.120004
0.000298,82.15,0.429683,-1.67E-05,-0.000297,-93.222,1111,1.13E-07,177.239355
0.000298,82.15,0.429683,-1.68E-05,-0.000297,-93.236,1111,1.13E-07,177.239355
0.000298,82.15,0.429683,-1.68E-05,-0.000297,-93.234,1111,1.14E-07,177.239355
0.000298,82.18,0.429683,-1.67E-05,-0.000297,-93.22,1111,1.13E-07,177.239355
0.000298,82.18,0.411261,-1.67E-05,-0.000297,-93.21,1111,1.12E-07,177.239355
0.000298,82.18,0.411261,-1.67E-05,-0.000297,-93.21,1111,1.11E-07,177.359525
0.000298,82.2,0.411261,-1.67E-05,-0.000297,-93.205,1111,1.11E-07,177.359525
0.000298,82.2,0.411261,-1.66E-05,-0.000297,-93.198,1111,1.11E-07,177.359525
0.000298,82.2,0.411261,-1.67E-05,-0.000297,-93.212,1111,1.11E-07,177.359525
0.000298,82.2,0.412406,-1.67E-05,-0.000297,-93.215,1111,1.10E-07,177.480141
0.000298,82.24,0.412406,-1.67E-05,-0.000297,-93.209,1111,1.09E-07,177.480141
0.000298,82.24,0.412406,-1.67E-05,-0.000297,-93.213,1111,1.09E-07,177.480141
0.000298,82.24,0.412406,-1.68E-05,-0.000297,-93.228,1111,1.09E-07,177.480141
0.000298,82.26,0.412406,-1.68E-05,-0.000297,-93.234,1111,1.09E-07,177.480141
0.000298,82.26,0.401811,-1.68E-05,-0.000297,-93.243,1111,1.10E-07,177.601241
0.000298,82.26,0.401811,-1.69E-05,-0.000297,-93.258,1111,1.11E-07,177.601241
0.000298,82.3,0.401811,-1.70E-05,-0.000297,-93.269,1111,1.14E-07,177.601241
0.000298,82.3,0.401811,-1.69E-05,-0.000297,-93.247,1111,1.14E-07,177.601241
0.000298,82.3,0.401811,-1.67E-05,-0.000297,-93.217,1111,1.14E-07,177.601241
0.000298,82.32,0.384495,-1.67E-05,-0.000297,-93.223,1111,1.13E-07,177.722788
0.000298,82.32,0.384495,-1.69E-05,-0.000298,-93.242,1111,1.12E-07,177.722788
0.000298,82.32,0.384495,-1.69E-05,-0.000298,-93.245,1111,1.12E-07,177.722788
0.000298,82.35,0.384495,-1.68E-05,-0.000298,-93.234,1111,1.11E-07,177.722788
0.000298,82.35,0.384495,-1.68E-05,-0.000298,-93.232,1111,1.09E-07,177.722788
0.000298,82.35,0.324359,-1.69E-05,-0.000298,-93.241,1111,1.09E-07,177.84586
0.000298,82.39,0.324359,-1.69E-05,-0.000298,-93.25,1111,1.10E-07,177.84586
0.000298,82.39,0.324359,-1.69E-05,-0.000298,-93.255,1111,1.12E-07,177.84586
0.000298,82.39,0.324359,-1.69E-05,-0.000298,-93.252,1111,1.14E-07,177.84586
0.000298,82.41,0.324359,-1.68E-05,-0.000297,-93.24,1111,1.15E-07,177.968076
0.000298,82.41,0.365493,-1.67E-05,-0.000298,-93.218,1111,1.15E-07,177.968076
0.000298,82.41,0.365493,-1.67E-05,-0.000297,-93.22,1111,1.14E-07,177.968076
0.000298,82.45,0.365493,-1.68E-05,-0.000297,-93.229,1111,1.14E-07,177.968076
0.000298,82.45,0.365493,-1.68E-05,-0.000297,-93.238,1111,1.14E-07,177.968076
0.000298,82.45,0.365493,-1.68E-05,-0.000297,-93.231,1111,1.14E-07,178.091445
0.000298,82.46,0.37573,-1.68E-05,-0.000297,-93.227,1111,1.14E-07,178.091445
0.000298,82.46,0.37573,-1.68E-05,-0.000297,-93.232,1111,1.14E-07,178.091445
0.000298,82.46,0.37573,-1.68E-05,-0.000297,-93.231,1111,1.14E-07,178.091445
0.000298,82.5,0.37573,-1.68E-05,-0.000297,-93.224,1111,1.14E-07,178.215298
0.000298,82.5,0.37573,-1.68E-05,-0.000297,-93.234,1111,1.14E-07,178.215298
0.000298,82.5,0.413666,-1.68E-05,-0.000297,-93.23,1111,1.14E-07,178.215298
0.000298,82.5,0.413666,-1.67E-05,-0.000297,-93.213,1111,1.14E-07,178.215298
0.000298,82.52,0.413666,-1.67E-05,-0.000297,-93.212,1111,1.13E-07,178.215298
0.000298,82.52,0.413666,-1.67E-05,-0.000297,-93.222,1111,1.13E-07,178.340044
0.000298,82.52,0.413666,-1.68E-05,-0.000297,-93.242,1111,1.12E-07,178.340044
0.000298,82.56,0.470427,-1.68E-05,-0.000297,-93.229,1111,1.13E-07,178.340044
0.000298,82.56,0.470427,-1.67E-05,-0.000297,-93.218,1111,1.13E-07,178.340044
0.000298,82.56,0.470427,-1.67E-05,-0.000297,-93.22,1111,1.13E-07,178.340044
0.000298,82.57,0.470427,-1.68E-05,-0.000297,-93.227,1111,1.12E-07,178.466092
0.000298,82.57,0.470427,-1.68E-05,-0.000297,-93.239,1111,1.10E-07,178.466092
0.000298,82.57,0.463448,-1.68E-05,-0.000297,-93.227,1111,1.08E-07,178.466092
0.000298,82.61,0.463448,-1.67E-05,-0.000298,-93.218,1111,1.08E-07,178.466092
0.000298,82.61,0.463448,-1.67E-05,-0.000297,-93.222,1111,1.07E-07,178.466092
0.000298,82.61,0.463448,-1.68E-05,-0.000297,-93.239,1111,1.06E-07,178.591396
0.000298,82.65,0.463448,-1.69E-05,-0.000297,-93.258,1111,1.05E-07,178.591396
0.000298,82.65,0.449448,-1.69E-05,-0.000297,-93.252,1111,1.05E-07,178.591396
0.000298,82.65,0.449448,-1.68E-05,-0.000297,-93.227,1111,1.05E-07,178.591396
0.000298,82.66,0.449448,-1.67E-05,-0.000297,-93.221,1111,1.05E-07,178.716514
0.000298,82.66,0.449448,-1.68E-05,-0.000298,-93.228,1111,1.05E-07,178.716514
0.000298,82.66,0.371513,-1.67E-05,-0.000298,-93.218,1111,1.04E-07,178.716514
0.000298,82.7,0.371513,-1.67E-05,-0.000298,-93.212,1111,1.04E-07,178.716514
0.000298,82.7,0.371513,-1.67E-05,-0.000298,-93.216,1111,1.04E-07,178.716514
0.000298,82.7,0.371513,-1.68E-05,-0.000298,-93.23,1111,1.03E-07,178.843195
0.000298,82.72,0.371513,-1.68E-05,-0.000298,-93.241,1111,1.04E-07,178.843195
0.000298,82.72,0.366907,-1.69E-05,-0.000298,-93.253,1111,1.04E-07,178.843195
0.000298,82.72,0.366907,-1.70E-05,-0.000298,-93.265,1111,1.05E-07,178.843195
0.000298,82.75,0.366907,-1.70E-05,-0.000298,-93.266,1111,1.07E-07,178.970211
0.000298,82.75,0.366907,-1.69E-05,-0.000297,-93.253,1111,1.08E-07,178.970211
0.000298,82.75,0.366907,-1.68E-05,-0.000297,-93.24,1111,1.08E-07,178.970211
0.000298,82.77,0.443749,-1.67E-05,-0.000297,-93.226,1111,1.06E-07,178.970211
0.000298,82.77,0.443749,-1.67E-05,-0.000297,-93.223,1111,1.04E-07,178.970211
0.000298,82.77,0.443749,-1.68E-05,-0.000297,-93.227,1111,1.03E-07,179.098751
0.000298,82.81,0.443749,-1.67E-05,-0.000297,-93.219,1111,1.02E-07,179.098751
